timestamp,scenario,strategy,request_id,placement_decision,network_condition,network_latency_ms,battery_level,accuracy_requirement,total_latency_ms,energy_consumed_mah,prediction_correct,confidence_score,true_label,predicted_label
2025-12-07T13:08:03.973906,network_good,always_edge,0,edge,good,31.72455957706517,100.0,0.9,253.26655255106056,0.5,True,0.06546717882156372,2,2
2025-12-07T13:08:03.988633,network_good,always_edge,1,edge,good,22.830789018522204,99.99,0.9,298.8615868823412,0.5,True,0.34738510847091675,1,1
2025-12-07T13:08:03.996916,network_good,always_edge,2,edge,good,21.534502926487143,99.98,0.9,225.53152762200187,0.5,True,0.06693540513515472,5,5
2025-12-07T13:08:04.004239,network_good,always_edge,3,edge,good,40.69676313588914,99.97,0.9,305.7996550651455,0.5,True,0.22764596343040466,8,8
2025-12-07T13:08:04.012681,network_good,always_edge,4,edge,good,40.881553568175434,99.96000000000001,0.9,373.9888956813045,0.5,True,0.1343035250902176,9,9
2025-12-07T13:08:04.021613,network_good,always_edge,5,edge,good,29.56369564800569,99.95,0.9,306.93095755285697,0.5,True,0.36495843529701233,3,3
2025-12-07T13:08:04.032079,network_good,always_edge,6,edge,good,36.64476133670673,99.94,0.9,269.3831526827753,0.5,True,0.22827841341495514,8,8
2025-12-07T13:08:04.039466,network_good,always_edge,7,edge,good,33.11853512008262,99.92999999999999,0.9,379.09864241720436,0.5,True,0.6679929494857788,9,9
2025-12-07T13:08:04.052053,network_good,always_edge,8,edge,good,50.032123214023564,99.92,0.9,337.6448058930777,0.5,True,0.7411523461341858,0,0
2025-12-07T13:08:04.064967,network_good,always_edge,9,edge,good,50.24429291015905,99.91,0.9,240.2197952555594,0.5,True,0.9164554476737976,1,1
2025-12-07T13:08:04.073582,network_good,always_edge,10,edge,good,34.14036393639096,99.9,0.9,348.37968556978166,0.5,True,0.5992514491081238,5,5
2025-12-07T13:08:04.086180,network_good,always_edge,11,edge,good,41.59484680029514,99.89,0.9,383.33300802954545,0.5,False,0.9587947130203247,1,9
2025-12-07T13:08:04.098723,network_good,always_edge,12,edge,good,35.95131646576662,99.88,0.9,320.4501580159619,0.5,True,0.22534775733947754,3,3
2025-12-07T13:08:04.113339,network_good,always_edge,13,edge,good,25.126549281195892,99.87,0.9,259.81995108067383,0.5,True,0.11009097099304199,5,5
2025-12-07T13:08:04.122979,network_good,always_edge,14,edge,good,38.47975947173002,99.86,0.9,373.39072230408215,0.5,True,0.8522159457206726,9,9
