timestamp,scenario,strategy,request_id,placement_decision,network_condition,network_latency_ms,battery_level,accuracy_requirement,total_latency_ms,energy_consumed_mah,prediction_correct,confidence_score,true_label,predicted_label
2025-12-07T12:54:21.278153,network_good,always_edge,0,edge,good,34.79722055118123,100.0,0.9,277.43205783907666,0.5,False,0.06546717882156372,2,0
2025-12-07T12:54:21.292641,network_good,always_edge,1,edge,good,26.107771762590815,99.99,0.9,257.1911320855442,0.5,True,0.34738510847091675,1,1
2025-12-07T12:54:21.306471,network_good,always_edge,2,edge,good,40.85318654541045,99.98,0.9,226.40986959331713,0.5,False,0.06693540513515472,5,0
2025-12-07T12:54:21.318553,network_good,always_edge,3,edge,good,29.944165778915266,99.97,0.9,338.8904059571349,0.5,False,0.22764596343040466,8,3
2025-12-07T12:54:21.325509,network_good,always_edge,4,edge,good,45.60412534303524,99.96000000000001,0.9,344.3466933217011,0.5,False,0.1343035250902176,9,3
2025-12-07T12:54:21.333847,network_good,always_edge,5,edge,good,40.28189072062886,99.95,0.9,346.05531244392284,0.5,False,0.36495843529701233,3,1
2025-12-07T12:54:21.342624,network_good,always_edge,6,edge,good,47.39509965982119,99.94,0.9,258.99372758262143,0.5,False,0.22827841341495514,8,2
2025-12-07T12:54:21.350382,network_good,always_edge,7,edge,good,29.93850679088441,99.92999999999999,0.9,310.90790212163205,0.5,False,0.6679929494857788,9,5
2025-12-07T12:54:21.356877,network_good,always_edge,8,edge,good,25.944621130351546,99.92,0.9,239.52312306089334,0.5,False,0.7411523461341858,0,4
2025-12-07T12:54:21.362639,network_good,always_edge,9,edge,good,38.005872634261024,99.91,0.9,269.4084692501265,0.5,False,0.9164554476737976,1,0
2025-12-07T12:54:21.369509,network_good,always_edge,10,edge,good,45.48364041332988,99.9,0.9,211.45446124354754,0.5,False,0.5992514491081238,5,2
2025-12-07T12:54:21.376722,network_good,always_edge,11,edge,good,41.56217853186229,99.89,0.9,332.31889696297554,0.5,False,0.9587947130203247,1,5
2025-12-07T12:54:21.390787,network_good,always_edge,12,edge,good,28.7183648729674,99.88,0.9,390.97126656177727,0.5,False,0.22534775733947754,3,0
2025-12-07T12:54:21.401769,network_good,always_edge,13,edge,good,38.40023326594675,99.87,0.9,254.1905507870481,0.5,False,0.11009097099304199,5,8
2025-12-07T12:54:21.409321,network_good,always_edge,14,edge,good,38.62999677237862,99.86,0.9,392.49398014232685,0.5,False,0.8522159457206726,9,5
2025-12-07T12:54:21.419639,network_good,always_edge,15,edge,good,33.45240911273847,99.85000000000001,0.9,221.30315928021372,0.5,False,0.9185161590576172,2,5
2025-12-07T12:54:21.429652,network_good,always_edge,16,edge,good,43.94410911150675,99.83999999999999,0.9,349.9431725235863,0.5,False,0.5623846650123596,8,4
2025-12-07T12:54:21.446517,network_good,always_edge,17,edge,good,41.728338309120645,99.83,0.9,270.9799890828016,0.5,False,0.445229172706604,8,4
2025-12-07T12:54:21.459226,network_good,always_edge,18,edge,good,32.675180993586416,99.82,0.9,366.0181847000715,0.5,True,0.5413787961006165,3,3
2025-12-07T12:54:21.467640,network_good,always_edge,19,edge,good,31.077107836146638,99.81,0.9,397.24115492354,0.5,False,0.8118705153465271,8,0
2025-12-07T12:54:21.476393,network_good,always_edge,20,edge,good,38.18467800792305,99.8,0.9,392.7416212644161,0.5,False,0.7716360092163086,4,1
2025-12-07T12:54:21.487088,network_good,always_edge,21,edge,good,40.77566166166683,99.79,0.9,343.6318502210365,0.5,False,0.9804389476776123,0,4
2025-12-07T12:54:21.504288,network_good,always_edge,22,edge,good,27.048804528529764,99.78,0.9,299.8746553176568,0.5,False,0.19901666045188904,2,3
2025-12-07T12:54:21.518301,network_good,always_edge,23,edge,good,36.051495438349896,99.77000000000001,0.9,214.12619778694568,0.5,False,0.26841849088668823,7,1
2025-12-07T12:54:21.529730,network_good,always_edge,24,edge,good,24.470267831652468,99.76,0.9,208.5313952027303,0.5,False,0.6238000392913818,5,0
2025-12-07T12:54:21.537949,network_good,always_edge,25,edge,good,47.74578193796328,99.75,0.9,346.80044383258,0.5,False,0.15745951235294342,6,4
2025-12-07T12:54:21.551297,network_good,always_edge,26,edge,good,20.779987719567224,99.74,0.9,279.6685353101554,0.5,False,0.4091344177722931,2,0
2025-12-07T12:54:21.558713,network_good,always_edge,27,edge,good,21.38860791364545,99.72999999999999,0.9,343.26307036046035,0.5,True,0.3219448924064636,4,4
2025-12-07T12:54:21.569880,network_good,always_edge,28,edge,good,45.409021400684,99.72,0.9,387.38224618649014,0.5,False,0.5322775840759277,5,4
2025-12-07T12:54:21.577074,network_good,always_edge,29,edge,good,49.308413003314364,99.71,0.9,307.19769034272827,0.5,False,0.9947636127471924,5,2
2025-12-07T12:54:21.589171,network_good,always_edge,30,edge,good,22.38384024200703,99.7,0.9,237.78582710402955,0.5,False,0.2803664803504944,5,8
2025-12-07T12:54:21.595979,network_good,always_edge,31,edge,good,35.2793095286484,99.69,0.9,291.89006837964547,0.5,False,0.32346466183662415,0,1
2025-12-07T12:54:21.604118,network_good,always_edge,32,edge,good,51.178128501035516,99.68,0.9,310.829503278947,0.5,False,0.2368132621049881,4,1
2025-12-07T12:54:21.610845,network_good,always_edge,33,edge,good,44.781976886864655,99.67,0.9,209.96222416439653,0.5,False,0.5319209098815918,1,5
2025-12-07T12:54:21.622837,network_good,always_edge,34,edge,good,39.24541293368076,99.66000000000001,0.9,300.5330932164342,0.5,False,0.8470665216445923,7,8
2025-12-07T12:54:21.629251,network_good,always_edge,35,edge,good,29.747228862315357,99.65,0.9,218.32853270926964,0.5,False,0.9792590141296387,7,9
2025-12-07T12:54:21.642246,network_good,always_edge,36,edge,good,47.392255077685824,99.64,0.9,245.4495026917989,0.5,False,0.2545267641544342,2,0
2025-12-07T12:54:21.651039,network_good,always_edge,37,edge,good,31.380694900232275,99.63,0.9,386.1378661521351,0.5,False,0.18395623564720154,3,6
2025-12-07T12:54:21.661275,network_good,always_edge,38,edge,good,23.33861195604919,99.62,0.9,221.8500433755527,0.5,False,0.3789237439632416,9,5
2025-12-07T12:54:21.669567,network_good,always_edge,39,edge,good,46.28545040087468,99.61,0.9,251.56954664160693,0.5,False,0.2686457335948944,7,0
2025-12-07T12:54:21.677663,network_good,always_edge,40,edge,good,49.900037712324455,99.6,0.9,395.32029307114067,0.5,False,0.5428888201713562,2,6
2025-12-07T12:54:21.685983,network_good,always_edge,41,edge,good,20.956850926665027,99.59,0.9,308.72886513091584,0.5,False,0.2754896879196167,2,1
2025-12-07T12:54:21.696497,network_good,always_edge,42,edge,good,41.96241298999918,99.58,0.9,206.26207336263587,0.5,False,0.4539196789264679,3,2
2025-12-07T12:54:21.703931,network_good,always_edge,43,edge,good,45.03387834624768,99.57000000000001,0.9,315.1710111896672,0.5,False,0.14879170060157776,6,7
2025-12-07T12:54:21.710404,network_good,always_edge,44,edge,good,30.36031779619972,99.56,0.9,301.4243048210951,0.5,True,0.08586197346448898,6,6
2025-12-07T12:54:21.720502,network_good,always_edge,45,edge,good,31.789197106297053,99.55000000000001,0.9,326.48029433575937,0.5,False,0.6784653067588806,5,2
2025-12-07T12:54:21.727107,network_good,always_edge,46,edge,good,48.77625531169172,99.53999999999999,0.9,365.51504268366733,0.5,False,0.1471167802810669,5,0
2025-12-07T12:54:21.734850,network_good,always_edge,47,edge,good,41.22074423267711,99.53,0.9,320.10493254584384,0.5,False,0.4498330056667328,6,3
2025-12-07T12:54:21.741272,network_good,always_edge,48,edge,good,23.013398934152757,99.52,0.9,358.0181266410693,0.5,False,0.28686225414276123,0,4
2025-12-07T12:54:21.747933,network_good,always_edge,49,edge,good,33.58046651631566,99.51,0.9,267.5204012032,0.5,False,0.17792043089866638,6,8
2025-12-07T12:54:21.756535,network_good,always_edge,50,edge,good,19.63730601304698,99.5,0.9,313.9543104293046,0.5,True,0.767778217792511,1,1
2025-12-07T12:54:21.762871,network_good,always_edge,51,edge,good,41.48036855608059,99.49,0.9,337.83595009191305,0.5,False,0.2404669225215912,2,5
2025-12-07T12:54:21.770916,network_good,always_edge,52,edge,good,36.97214166298756,99.48,0.9,272.6612962026162,0.5,False,0.13696806132793427,7,6
2025-12-07T12:54:21.779848,network_good,always_edge,53,edge,good,38.52439048769053,99.47,0.9,276.73202230060633,0.5,False,0.846891462802887,9,5
2025-12-07T12:54:21.791129,network_good,always_edge,54,edge,good,37.725447695184165,99.46000000000001,0.9,267.6227391723576,0.5,False,0.19716687500476837,2,3
2025-12-07T12:54:21.801636,network_good,always_edge,55,edge,good,22.649138465051276,99.45,0.9,286.3449707145509,0.5,False,0.16942264139652252,2,5
2025-12-07T12:54:21.807515,network_good,always_edge,56,edge,good,45.73692844572994,99.44,0.9,225.22935366313482,0.5,True,0.27015769481658936,1,1
2025-12-07T12:54:21.813862,network_good,always_edge,57,edge,good,30.180615242611,99.42999999999999,0.9,241.75728911599657,0.5,False,0.4403766393661499,8,4
2025-12-07T12:54:21.820471,network_good,always_edge,58,edge,good,29.203015132442307,99.42,0.9,264.9595090843142,0.5,False,0.39197486639022827,4,3
2025-12-07T12:54:21.831480,network_good,always_edge,59,edge,good,35.578518309456314,99.41,0.9,259.0130198279211,0.5,False,0.39562109112739563,2,9
2025-12-07T12:54:21.840873,network_good,always_edge,60,edge,good,24.798641818072216,99.4,0.9,259.4789698551631,0.5,False,0.2805582284927368,0,2
2025-12-07T12:54:21.854831,network_good,always_edge,61,edge,good,24.88844936088757,99.39,0.9,337.2324994128718,0.5,False,0.09788975119590759,7,3
2025-12-07T12:54:21.867818,network_good,always_edge,62,edge,good,42.38232964507635,99.38,0.9,331.09090932399243,0.5,False,0.1864735335111618,0,3
2025-12-07T12:54:21.874186,network_good,always_edge,63,edge,good,32.38670003222558,99.37,0.9,231.0902468383771,0.5,False,0.11348160356283188,6,5
2025-12-07T12:54:21.880620,network_good,always_edge,64,edge,good,32.1153935898472,99.36,0.9,281.01805503967205,0.5,False,0.47636112570762634,4,1
2025-12-07T12:54:21.891726,network_good,always_edge,65,edge,good,25.781677359006842,99.35000000000001,0.9,274.09010169455235,0.5,False,0.5768857598304749,5,0
2025-12-07T12:54:21.901630,network_good,always_edge,66,edge,good,28.98938914488434,99.33999999999999,0.9,221.33439355974193,0.5,False,0.6745088696479797,7,8
2025-12-07T12:54:21.907796,network_good,always_edge,67,edge,good,43.11800392960984,99.33,0.9,329.6924469144855,0.5,False,0.07664983719587326,3,6
2025-12-07T12:54:21.914102,network_good,always_edge,68,edge,good,33.53023168724088,99.32,0.9,391.8550430443828,0.5,False,0.18235330283641815,8,0
2025-12-07T12:54:21.921892,network_good,always_edge,69,edge,good,35.11647344071022,99.31,0.9,341.70900035036794,0.5,False,0.6060274839401245,9,5
2025-12-07T12:54:21.928286,network_good,always_edge,70,edge,good,44.84749083497108,99.3,0.9,201.94123392621708,0.5,False,0.6900330781936646,1,7
2025-12-07T12:54:21.942961,network_good,always_edge,71,edge,good,36.80865010367769,99.29,0.9,244.29734416206674,0.5,False,0.17557500302791595,2,6
2025-12-07T12:54:21.952268,network_good,always_edge,72,edge,good,25.925896441496956,99.28,0.9,324.85712698749364,0.5,True,0.4821896553039551,3,3
2025-12-07T12:54:21.961941,network_good,always_edge,73,edge,good,43.28490997805431,99.27,0.9,272.3148886284149,0.5,False,0.17712068557739258,6,9
2025-12-07T12:54:21.969082,network_good,always_edge,74,edge,good,33.857699148190434,99.26,0.9,396.66531097935103,0.5,False,0.6307551264762878,8,4
2025-12-07T12:54:21.976586,network_good,always_edge,75,edge,good,43.059290376611756,99.25,0.9,375.47705524421747,0.5,False,0.7208895087242126,9,5
2025-12-07T12:54:21.986292,network_good,always_edge,76,edge,good,29.531873008109905,99.24,0.9,251.3200932804994,0.5,False,0.4588628113269806,4,1
2025-12-07T12:54:21.992424,network_good,always_edge,77,edge,good,32.99761708315719,99.22999999999999,0.9,380.47478318264655,0.5,False,0.44548356533050537,3,8
2025-12-07T12:54:22.001653,network_good,always_edge,78,edge,good,43.86910657264993,99.22,0.9,345.2994099133275,0.5,False,0.9079042673110962,9,5
2025-12-07T12:54:22.008656,network_good,always_edge,79,edge,good,38.09763531178351,99.21,0.9,319.9073389702221,0.5,False,0.9287939667701721,9,5
2025-12-07T12:54:22.015139,network_good,always_edge,80,edge,good,33.01840085099138,99.2,0.9,338.6759924531615,0.5,False,0.6037951707839966,8,4
2025-12-07T12:54:22.022715,network_good,always_edge,81,edge,good,40.663998522730076,99.19,0.9,381.7984352974181,0.5,False,0.09988933056592941,6,2
2025-12-07T12:54:22.028804,network_good,always_edge,82,edge,good,28.637334375300558,99.18,0.9,393.7633179113146,0.5,True,0.15237708389759064,6,6
